4 3 187.5  11.3137
4 4 0.0  0.0000
4 5 10.0  9.8180
4 6 8.0  3.8662
4 7 10.0  10.4846
4 8 5.0  13.9563
4 9 0.0  5.1658
4 10 5.0  9.8401
4 11 10.0  9.3606
4 12 6.0  8.0544
4 13 10.0  13.4965
4 14 3.0  4.6980
4 15 0.0  8.0380
4 16 7.0  6.8953
4 17 10.0  4.0356
4 18 5.0  6.4990
4 19 6.0  11.4088
4 20 9.0  12.4104
5 1 10.0  9.6287
5 2 4.0  4.3165
5 3 9.0  3.8668
5 4 5.0  9.8180
5 5 0.0  0.0000
5 6 3.0  10.2704
5 7 7.0  1.2814
5 8 2.0  4.4573
5 9 8.0  4.6575
5 10 7.0  9.2742
5 11 4.0  4.3687
5 12 9.0  11.7186
5 13 4.0  3.9845
5 14 5.0  8.2008
5 15 1.0  7.7064
5 16 7.0  6.2864
5 17 4.0  13.8378
5 18 10.0  10.7651
5 19 6.0  6.9738
5 20 8.0  8.0954
6 1 8.0  11.5129
6 2 0.0  6.9331
6 3 7.0  12.8712
6 4 3.0  3.8662
6 5 9.0  10.2704
6 6 0.0  0.0000
6 7 0.0  11.2854
6 8 1.0  14.7195
6 9 5.0  6.3082
6 10 8.0  13.1007
6 11 4.0  8.1057
6 12 0.0  11.8521
6 13 6.0  14.2453
6 14 4.0  8.0986
6 15 2.0  11.1304
6 16 2.0  5.0478
6 17 9.0  5.5113
6 18 6.0  10.2856
6 19 7.0  13.8978
6 20 9.0  10.0506
7 1 1.0  9.2610
7 2 3.0  5.5863
7 3 3.0  2.6545
7 4 8.0  10.4846
7 5 8.0  1.2814
7 6 8.0  11.2854
7 7 0.0  0.0000
7 8 9.0  3.4955
7 9 4.0  5.3487
7 10 0.0  8.6281
7 11 8.0  5.6372
7 12 8.0  11.4631
7 13 8.0  3.0268
7 14 4.0  8.2947
7 15 6.0  7.2638
7 16 4.0  7.5183
7 17 7.0  14.5201
7 18 4.0  10.6571
7 19 2.0  5.9612
7 20 9.0  9.2696
8 1 7.0  11.6231
8 2 10.0  8.5356
8 3 2.0  3.6301
8 4 6.0  13.9563
8 5 3.0  4.4573
8 6 4.0  14.7195
8 7 8.0  3.4955
8 8 0.0  0.0000
8 9 6.0  8.8403
8 10 1.0  10.4158
8 11 1.0  8.1592
8 12 0.0  13.9500
8 13 10.0  0.4742
8 14 0.0  11.3749
8 15 4.0  9.6001
8 16 0.0  10.6144
8 17 8.0  17.9897
8 18 10.0  13.4097
8 19 7.0  6.8738
8 20 7.0  10.9759
9 1 1.0  7.2640
9 2 7.0  4.1527
9 3 2.0  6.5822
9 4 9.0  5.1658
9 5 2.0  4.6575
9 6 6.0  6.3082
9 7 2.0  5.3487
9 8 4.0  8.8403
9 9 0.0  0.0000
9 10 1.0  8.0308
9 11 5.0  5.3762
9 12 7.0  8.7408
9 13 8.0  8.3740
9 14 10.0  4.5348
9 15 4.0  5.9894
9 16 8.0  4.5532
9 17 3.0  9.1952
9 18 6.0  7.4095
9 19 2.0  7.8131
9 20 1.0  9.2782
10 1 10.0  2.2333
10 2 3.0  11.7655
10 3 0.0  6.8255
10 4 10.0  9.8401
10 5 0.0  9.2742
10 6 1.0  13.1007
10 7 1.0  8.6281
10 8 1.0  10.4158
10 9 7.0  8.0308
10 10 0.0  0.0000
10 11 0.0  12.6643
10 12 8.0  4.2466
10 13 3.0  10.1774
10 14 1.0  5.1421
10 15 2.0  2.0557
10 16 4.0  12.5767
10 17 8.0  12.8003
10 18 4.0  4.6597
10 19 10.0  3.8132
10 20 9.0  16.7457
11 1 8.0  12.3847
11 2 9.0  1.3644
11 3 3.0  8.2232
11 4 2.0  9.3606
11 5 6.0  4.3687
11 6 0.0  8.1057
11 7 5.0  5.6372
11 8 2.0  8.1592
11 9 4.0  5.3762
11 10 0.0  12.6643
11 11 0.0  0.0000
11 12 4.0  14.0644
11 13 3.0  7.7372
11 14 8.0  9.9083
11 15 5.0  10.7763
11 16 3.0  3.0923
11 17 7.0  12.9553
11 18 5.0  12.7769
11 19 2.0  11.0843
11 20 9.0  4.0818
12 1 4.0  2.3480
12 2 10.0  12.8900
12 3 7.0  10.3341
12 4 1.0  8.0544
12 5 0.0  11.7186
12 6 9.0  11.8521
12 7 1.0  11.4631
12 8 4.0  13.9500
12 9 4.0  8.7408
12 10 5.0  4.2466
12 11 4.0  14.0644
12 12 0.0  0.0000
12 13 2.0  13.6340
12 14 1.0  4.2853
12 15 0.0  4.3506
12 16 3.0  13.0133
12 17 1.0  9.8825
12 18 7.0  1.5678
12 19 4.0  7.9090
12 20 6.0  18.0188
13 1 9.0  11.3170
13 2 6.0  8.0842
13 3 4.0  3.3577
13 4 0.0  13.4965
13 5 9.0  3.9845
13 6 1.0  14.2453
13 7 5.0  3.0268
13 8 1.0  0.4742
13 9 7.0  8.3740
13 10 8.0  10.1774
13 11 2.0  7.7372
13 12 3.0  13.6340
13 13 0.0  0.0000
13 14 2.0  10.9750
13 15 1.0  9.2886
13 16 10.0  10.1565
13 17 1.0  17.5308
13 18 1.0  13.0573
13 19 6.0  6.7127
13 20 1.0  10.6417
14 1 6.0  3.4163
14 2 0.0  8.6805
14 3 4.0  8.0592
14 4 8.0  4.6980
14 5 0.0  8.2008
14 6 5.0  8.0986
14 7 8.0  8.2947
14 8 2.0  11.3749
14 9 5.0  4.5348
14 10 2.0  5.1421
14 11 4.0  9.9083
14 12 9.0  4.2853
14 13 9.0  10.9750
14 14 0.0  0.0000
14 15 10.0  3.4087
14 16 3.0  8.7283
14 17 9.0  7.9114
14 18 8.0  2.8790
14 19 2.0  7.1267
14 20 1.0  13.7901
15 1 7.0  2.0319
15 2 7.0  9.8127
15 3 8.0  5.9840
15 4 9.0  8.0380
15 5 10.0  7.7064
15 6 8.0  11.1304
15 7 8.0  7.2638
15 8 8.0  9.6001
15 9 7.0  5.9894
15 10 10.0  2.0557
15 11 3.0  10.7763
15 12 8.0  4.3506
15 13 3.0  9.2886
15 14 1.0  3.4087
15 15 0.0  0.0000
15 16 2.0  10.5409
15 17 0.0  11.2971
15 18 2.0  4.0241
15 19 5.0  3.9640
15 20 6.0  14.8540
16 1 4.0  11.7586
16 2 10.0  2.1225
16 3 7.0  9.7583
16 4 8.0  6.8953
16 5 9.0  6.2864
16 6 5.0  5.0478
16 7 5.0  7.5183
16 8 10.0  10.6144
16 9 2.0  4.5532
16 10 2.0  12.5767
16 11 10.0  3.0923
16 12 1.0  13.0133
16 13 7.0  10.1565
16 14 7.0  8.7283
16 15 9.0  10.5409
16 16 0.0  0.0000
16 17 6.0  10.1396
16 18 4.0  11.5587
16 19 6.0  11.9247
16 20 1.0  5.5181
17 1 1.0  10.6792
17 2 1.0  11.6330
17 3 0.0  15.2671
17 4 5.0  4.0356
17 5 9.0  13.8378
17 6 1.0  5.5113
17 7 6.0  14.5201
17 8 0.0  17.9897
17 9 10.0  9.1952
17 10 6.0  12.8003
17 11 6.0  12.9553
17 12 6.0  9.8825
17 13 8.0  17.5308
17 14 3.0  7.9114
17 15 2.0  11.2971
17 16 3.0  10.1396
17 17 0.0  0.0000
17 18 10.0  8.5567
17 19 5.0  15.0010
17 20 8.0  15.4613
18 1 9.0  2.4325
18 2 7.0  11.5584
18 3 8.0  9.8629
18 4 7.0  6.4990
18 5 7.0  10.7651
18 6 5.0  10.2856
18 7 3.0  10.6571
18 8 5.0  13.4097
18 9 9.0  7.4095
18 10 5.0  4.6597
18 11 10.0  12.7769
18 12 10.0  1.5678
18 13 7.0  13.0573
18 14 0.0  2.8790
18 15 9.0  4.0241
18 16 10.0  11.5587
18 17 9.0  8.5567
18 18 0.0  0.0000
18 19 10.0  7.9210
18 20 3.0  16.6690
19 1 8.0  5.6215
19 2 10.0  10.5414
19 3 10.0  3.5442
19 4 1.0  11.4088
19 5 3.0  6.9738
19 6 7.0  13.8978
19 7 2.0  5.9612
19 8 3.0  6.8738
19 9 0.0  7.8131
19 10 2.0  3.8132
19 11 8.0  11.0843
19 12 6.0  7.9090
19 13 0.0  6.7127
19 14 3.0  7.1267
19 15 4.0  3.9640
19 16 7.0  11.9247
19 17 10.0  15.0010
19 18 9.0  7.9210
19 19 0.0  0.0000
19 20 8.0  15.0221
20 1 2.0  16.4274
20 2 5.0  5.1321
20 3 3.0  11.9238
20 4 1.0  12.4104
20 5 4.0  8.0954
20 6 8.0  10.0506
20 7 10.0  9.2696
20 8 0.0  10.9759
20 9 7.0  9.2782
20 10 7.0  16.7457
20 11 0.0  4.0818
20 12 10.0  18.0188
20 13 4.0  10.6417
20 14 8.0  13.7901
20 15 7.0  14.8540
20 16 3.0  5.5181
20 17 0.0  15.4613
20 18 2.0  16.6690
20 19 5.0  15.0221
20 20 0.0  0.0000
